pl_name,pl_refname,pl_controv_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio
"Kepler-1739 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.069800,,,0,-0.480,0.320,-0.260,0,"[Fe/H]"
"Kepler-1887 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.141500,,,0,-0.140,0.260,-0.260,0,"[Fe/H]"
"Kepler-1827 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.044200,,,0,-0.420,0.360,-0.300,0,"[Fe/H]"
"Kepler-1944 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.091800,,,0,0.480,0.050,-0.300,0,"[Fe/H]"
"Kepler-352 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.066500,,,0,-0.160,0.340,-0.280,0,"[Fe/H]"
"Kepler-1700 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.801700,,,0,0.210,0.170,-0.350,0,"[Fe/H]"
"Kepler-1893 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.050400,,,0,0.160,0.150,-0.150,0,"[Fe/H]"
"Kepler-1935 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.046300,,,0,-0.180,0.300,-0.300,0,"[Fe/H]"
"XO-3 b","<a refstr=JOHNS_KRULL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677..657J/abstract target=ref>Johns-Krull et al. 2008</a>",0,0.047600,0.000500,-0.000500,0,-0.177,0.027,-0.027,0,"[Fe/H]"
"HAT-P-58 b","<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>",0,0.049940,0.000440,-0.000440,0,-0.224,0.057,-0.057,0,"[Fe/H]"
"HATS-54 b","<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>",0,0.037000,0.001000,-0.001000,0,0.370,0.070,-0.070,0,"[Fe/H]"
"HAT-P-19 b","<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>",0,0.046600,0.000800,-0.000800,0,0.230,0.080,-0.080,0,"[Fe/H]"
"HD 219134 b","<a refstr=SEAGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..117S/abstract target=ref>Seager et al. 2021</a>",0,0.038630,0.000620,-0.000620,0,0.110,0.040,-0.040,0,"[Fe/H]"
"Kepler-1928 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.136600,,,0,-0.280,0.320,-0.260,0,"[Fe/H]"
"K2-216 b","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>",0,0.029800,0.000200,-0.000300,0,-0.060,0.050,-0.050,0,"[Fe/H]"
"YZ Cet d","<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>",0,0.027640,0.000930,-0.000930,0,-0.260,0.080,-0.080,0,"[Fe/H]"
"Kepler-1686 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.086600,,,0,0.060,0.120,-0.140,0,"[Fe/H]"
"HD 106315 b","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>",0,0.090500,0.001000,-0.001000,0,-0.220,0.070,-0.070,0,"[Fe/H]"
"Kepler-1945 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.059700,,,0,0.040,0.250,-0.300,0,"[Fe/H]"
"Kepler-1820 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.196400,,,0,0.070,0.190,-0.270,0,"[Fe/H]"
"K2-138 b","<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>",0,0.033800,0.003400,-0.003100,0,0.134,0.128,-0.176,0,"[Fe/H]"
"Kepler-1907 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.056500,,,0,-0.160,0.300,-0.300,0,"[Fe/H]"
"Kepler-1887 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.142100,,,0,-0.100,0.250,-0.300,0,"[Fe/H]"
"Kepler-1692 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.064600,,,0,0.360,0.100,-0.280,0,"[Fe/H]"
"Kepler-1754 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.071800,,,0,0.080,0.260,-0.280,0,"[Fe/H]"
"K2-329 b","<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>",0,0.101600,0.001800,-0.001900,0,0.098,0.065,-0.070,0,"[Fe/H]"
"Kepler-324 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.050600,,,0,0.000,0.260,-0.260,0,"[Fe/H]"
"Kepler-1809 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.043700,,,0,-0.060,0.300,-0.280,0,"[Fe/H]"
"Kepler-1686 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.086600,,,0,0.060,0.120,-0.140,0,"[Fe/H]"
"Kepler-1312 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.057500,,,0,-0.380,0.320,-0.260,0,"[Fe/H]"
"Kepler-1986 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.130700,,,0,-0.540,0.300,-0.300,0,"[Fe/H]"
"Kepler-1073 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.048000,,,0,-0.240,0.300,-0.260,0,"[Fe/H]"
"Kepler-1989 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.091800,,,0,-0.140,0.240,-0.300,0,"[Fe/H]"
"Kepler-1984 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.023800,,,0,-0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-1997 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.181500,,,0,-0.060,0.250,-0.350,0,"[Fe/H]"
"Kepler-1980 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.204900,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-1996 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.360800,,,0,0.080,0.150,-0.150,0,"[Fe/H]"
"Kepler-1996 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.178900,,,0,0.080,0.150,-0.150,0,"[Fe/H]"
"Kepler-1978 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.091400,,,0,-0.040,0.300,-0.300,0,"[Fe/H]"
"Kepler-1999 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.071200,,,0,-0.240,0.310,-0.320,0,"[Fe/H]"
"Kepler-1995 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.325900,,,0,0.480,0.050,-0.250,0,"[Fe/H]"
"Kepler-2001 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.108400,,,0,0.120,0.250,-0.300,0,"[Fe/H]"
"Kepler-2001 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.019700,,,0,0.120,0.250,-0.300,0,"[Fe/H]"
"Kepler-1979 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.138300,,,0,-0.060,0.250,-0.300,0,"[Fe/H]"
"Kepler-1982 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.051100,,,0,0.210,0.150,-0.150,0,"[Fe/H]"
"Kepler-1993 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.194300,,,0,-0.040,0.300,-0.300,0,"[Fe/H]"
"Kepler-1990 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.028400,,,0,0.160,0.120,-0.140,0,"[Fe/H]"
"Kepler-1990 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.050200,,,0,0.160,0.120,-0.140,0,"[Fe/H]"
"Kepler-2000 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.056200,,,0,0.480,0.050,-0.150,0,"[Fe/H]"
"Kepler-2000 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.122800,,,0,0.480,0.050,-0.150,0,"[Fe/H]"
"Kepler-1994 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.050900,,,0,-0.120,0.320,-0.240,0,"[Fe/H]"
"Kepler-1985 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.043300,,,0,0.100,0.220,-0.240,0,"[Fe/H]"
"Kepler-1990 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.028400,,,0,0.160,0.120,-0.140,0,"[Fe/H]"
"Kepler-1990 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.050200,,,0,0.160,0.120,-0.140,0,"[Fe/H]"
"Kepler-2000 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.056500,,,0,0.400,0.130,-0.130,0,"[Fe/H]"
"Kepler-2000 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.123400,,,0,0.400,0.130,-0.130,0,"[Fe/H]"
"Kepler-1992 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.114600,,,0,-0.120,0.320,-0.240,0,"[Fe/H]"
"Kepler-1983 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.068500,,,0,0.070,0.270,-0.250,0,"[Fe/H]"
"Kepler-1977 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.048800,,,0,-0.040,0.300,-0.300,0,"[Fe/H]"
"Kepler-1998 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.039200,,,0,-0.260,0.300,-0.260,0,"[Fe/H]"
"WASP-147 b","<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>",0,0.054900,0.001200,-0.001300,0,0.092,0.069,-0.071,0,"[Fe/H]"
"TOI-172 b","<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>",0,0.091400,0.001700,-0.001700,0,0.148,0.079,-0.080,0,"[Fe/H]"
"WASP-190 b","<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>",0,0.066300,0.000800,-0.000800,0,-0.020,0.050,-0.050,0,"[Fe/H]"
"WASP-173 A b","<a refstr=LABADIE_BARTZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..240...13L/abstract target=ref>Labadie-Bartz et al. 2019</a>",0,0.025080,0.000340,-0.000320,0,0.259,0.085,-0.083,0,"[Fe/H]"
"TOI-163 b","<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>",0,0.058000,0.001400,-0.001400,0,0.220,0.041,-0.041,0,"[Fe/H]"
"HD 86226 b","<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>",0,2.600000,0.400000,-0.400000,0,-0.040,,,0,"[Fe/H]"
"HD 86226 c","<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>",0,0.049000,0.001000,-0.001000,0,0.018,0.057,-0.043,0,"[Fe/H]"
"Kepler-10 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.238800,,,0,-0.120,0.150,-0.150,0,"[Fe/H]"
"Kepler-103 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.126900,,,0,0.080,0.150,-0.150,0,"[Fe/H]"
"HD 219134 h","<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>",0,2.560000,3.410000,-0.150000,0,0.110,0.040,-0.040,0,"[Fe/H]"
"HATS-77 b","<a refstr=JORD_AACUTE_N_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..125J/abstract target=ref>Jord&aacute;n et al. 2022</a>",0,0.036070,0.000250,-0.000250,0,0.253,0.039,-0.039,0,"[Fe/H]"
"Kepler-305 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.117100,,,0,-0.080,0.320,-0.260,0,"[Fe/H]"
"Kepler-1879 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.095000,,,0,-0.020,0.120,-0.140,0,"[Fe/H]"
"Kepler-1805 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.065200,,,0,-0.200,0.100,-0.100,0,"[Fe/H]"
"Kepler-1311 d","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.671100,,,0,0.040,0.150,-0.150,0,"[Fe/H]"
"Kepler-1760 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.220900,,,0,0.210,0.190,-0.230,0,"[Fe/H]"
"Kepler-196 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.250100,,,0,0.120,0.240,-0.260,0,"[Fe/H]"
"Kepler-783 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.048700,,,0,-0.340,0.320,-0.240,0,"[Fe/H]"
"Kepler-1085 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.300200,,,0,0.070,0.140,-0.330,0,"[Fe/H]"
"Kepler-716 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.087400,,,0,-0.120,0.330,-0.280,0,"[Fe/H]"
"Kepler-1844 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.047800,,,0,-0.180,0.300,-0.300,0,"[Fe/H]"
"Kepler-783 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.068400,,,0,0.000,0.150,-0.150,0,"[Fe/H]"
"HD 137496 b","<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>",0,0.027320,0.000190,-0.000190,0,-0.030,0.040,-0.040,0,"[Fe/H]"
"Kepler-1808 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.146700,,,0,-0.340,0.360,-0.240,0,"[Fe/H]"
"Kepler-1798 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.106700,,,0,-0.100,0.200,-0.100,0,"[Fe/H]"
"Kepler-1837 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.065000,,,0,-0.020,0.200,-0.300,0,"[Fe/H]"
"Kepler-196 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.469800,,,0,0.120,0.240,-0.260,0,"[Fe/H]"
"Kepler-1776 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.214200,,,0,-0.300,0.220,-0.320,0,"[Fe/H]"
"Kepler-1001 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.084000,,,0,-0.160,0.260,-0.260,0,"[Fe/H]"
"Kepler-1825 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.018100,,,0,-0.060,0.300,-0.260,0,"[Fe/H]"
"Kepler-1887 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.141500,,,0,-0.140,0.260,-0.260,0,"[Fe/H]"
"Kepler-1775 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.398600,,,0,0.240,0.150,-0.100,0,"[Fe/H]"
"Kepler-1994 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.050900,,,0,-0.120,0.320,-0.240,0,"[Fe/H]"
"Kepler-1849 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.259700,,,0,-0.100,0.320,-0.280,0,"[Fe/H]"
"Kepler-1988 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.114200,,,0,-0.100,0.300,-0.300,0,"[Fe/H]"
"Kepler-1986 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.130500,,,0,-0.540,0.360,-0.280,0,"[Fe/H]"
"Kepler-1997 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.180800,,,0,-0.080,0.200,-0.300,0,"[Fe/H]"
"Kepler-1980 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.194800,,,0,-0.360,0.300,-0.280,0,"[Fe/H]"
"Kepler-1985 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.043300,,,0,0.100,0.220,-0.240,0,"[Fe/H]"
"Kepler-1991 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.154900,,,0,-0.020,0.230,-0.260,0,"[Fe/H]"
"Kepler-1991 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.108000,,,0,-0.020,0.230,-0.260,0,"[Fe/H]"
"Kepler-1987 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.057100,,,0,0.120,0.240,-0.280,0,"[Fe/H]"
